record_id,tier,source,name,state,county,capacity_mw,opposed_flag,lifecycle_outcome,origin_date,origin_precision,end_date,end_kind,span_days,event_observed,source_url
ext_00169,external,loudoun_lola,Ashburn Data Center,VA,,,no,In Review,2024-08-28,day,2026-08-18,censored_asof,720,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00170,external,loudoun_lola,AREP Beaumeade Data Center,VA,,,no,Approved,2024-08-28,day,2026-08-18,censored_asof,720,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00171,external,loudoun_lola,INOVA Health System Phase 1,VA,,,no,In Review,2024-10-10,day,2026-08-18,censored_asof,677,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00172,external,loudoun_lola,RIDGETOP CENTER,VA,,,no,In Review,2024-10-28,day,2026-08-18,censored_asof,659,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00173,external,loudoun_lola,LC 11 AND 12 DATA CENTER,VA,,,no,Approved,2024-11-26,day,2026-08-18,censored_asof,630,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00174,external,loudoun_lola,CYRUSONE STERLING 11 DATA CENTER PH 2,VA,,,no,Approved,2024-12-09,day,2026-08-18,censored_asof,617,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00175,external,loudoun_lola,COCHRAN MILL ROAD,VA,,,no,Submitted,2024-12-13,day,2026-08-18,censored_asof,613,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00176,external,loudoun_lola,Digital Filigree,VA,,,no,Approved,2025-02-03,day,2026-08-18,censored_asof,561,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00177,external,loudoun_lola,Compass Creek Section 4,VA,,,no,In Review,2025-03-04,day,2026-08-18,censored_asof,532,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00178,external,loudoun_lola,DULLES NORTH INDUSTRIAL PARK-LOT4,VA,,,no,Approved,2025-04-08,day,2026-08-18,censored_asof,497,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00179,external,loudoun_lola,Thayer Rd,VA,,,no,In Review,2025-04-09,day,2026-08-18,censored_asof,496,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00180,external,loudoun_lola,Thayer Rd,VA,,,no,In Review,2025-04-09,day,2026-08-18,censored_asof,496,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00181,external,loudoun_lola,Thayer Rd,VA,,,no,In Review,2025-04-09,day,2026-08-18,censored_asof,496,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00182,external,loudoun_lola,ARCOLA LAKHVINDER PROPERTY,VA,,,no,Submitted - Online,2025-04-09,day,2026-08-18,censored_asof,496,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00183,external,loudoun_lola,BELMONT LANDBAY KK DATA CENTER,VA,,,no,In Review,2025-04-10,day,2026-08-18,censored_asof,495,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00184,external,loudoun_lola,BELMONT LANDBAY KK DATA CENTER,VA,,,no,In Review,2025-04-18,day,2026-08-18,censored_asof,487,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00185,external,loudoun_lola,Dulles Berry LC8 Data Center,VA,,,no,Approved,2025-05-19,day,2026-08-18,censored_asof,456,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00186,external,loudoun_lola,Dulles Electric Data Centers (8399),VA,,,no,In Review,2025-08-04,day,2026-08-18,censored_asof,379,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00187,external,loudoun_lola,Dulles Electric Data Centers (7335),VA,,,no,In Review,2025-08-04,day,2026-08-18,censored_asof,379,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00188,external,loudoun_lola,Farah-Naples Data Center Site Plan,VA,,,no,In Review,2025-08-11,day,2026-08-18,censored_asof,372,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00189,external,loudoun_lola,Telos Data Center,VA,,,no,In Review,2025-10-17,day,2026-08-18,censored_asof,305,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00190,external,loudoun_lola,H5 Data Center SPAM 2 Easement Plat,VA,,,no,In Review,2025-10-29,day,2026-08-18,censored_asof,293,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00191,external,loudoun_lola,1501 Moran Road - AS02 Final Site Plan REVISION,VA,,,no,Approved,2025-10-30,day,2026-08-18,censored_asof,292,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00192,external,loudoun_lola,Allegro North Campus- Building 2F Site Plan,VA,,,no,In Review,2025-11-24,day,2026-08-18,censored_asof,267,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00193,external,loudoun_lola,Dulles Electric Data Centers Consolidation,VA,,,no,Submitted - Online,2026-08-12,day,2026-08-18,censored_asof,6,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00194,external,loudoun_lola,"Belmont Innovation Campus - Buildings 1, 2, & 5",VA,,,no,Approved,2025-09-15,day,2026-08-18,censored_asof,337,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00195,external,loudoun_lola,Wade Drive Data Center SPEX,VA,,,no,In Review,2026-07-22,day,2026-08-18,censored_asof,27,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00196,external,loudoun_lola,Ashburn Crossing II Parking Expansion,VA,,,no,In Review,2026-07-29,day,2026-08-18,censored_asof,20,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00197,external,loudoun_lola,RAGING WIRE C/O DON BEARD,VA,,,no,Submitted,2014-11-05,day,2026-08-18,censored_asof,4304,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00198,external,loudoun_lola,"Vantage Data Centers VA3, LLC",VA,,,no,Approved,2022-06-27,day,2026-08-18,censored_asof,1513,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00199,external,loudoun_lola,DULLES TOWN CENTER DATA CENTER,VA,,,no,Approved,2022-07-27,day,2026-08-18,censored_asof,1483,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00200,external,loudoun_lola,TRUE NORTH DATA,VA,,,no,Approved,2018-01-10,day,2026-08-18,censored_asof,3142,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00201,external,loudoun_lola,DULLES BERRY LC4 DATA CENTER,VA,,,no,Approved,2022-05-24,day,2026-08-18,censored_asof,1547,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00202,external,loudoun_lola,EQUINIX SIGN PLAN,VA,,,no,Approved,2020-07-27,day,2026-08-18,censored_asof,2213,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00203,external,loudoun_lola,MCI DATA CENTER,VA,,,no,Approved,2005-05-25,day,2026-08-18,censored_asof,7755,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00204,external,loudoun_lola,CABOT TECH AT BEAUMEADE- AT&T DATA,VA,,,no,Approved,2006-03-06,day,2026-08-18,censored_asof,7470,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00205,external,loudoun_lola,TRIZECHAHN AT BEAUMEADE PH 1 S 1 L 5A1,VA,,,no,Approved,2006-11-07,day,2026-08-18,censored_asof,7224,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00206,external,loudoun_lola,CABOT TECH AT BEAUMEADE,VA,,,no,Approved,2008-09-25,day,2026-08-18,censored_asof,6536,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00207,external,loudoun_lola,IAD 10 DATA CENTER,VA,,,no,Approved,2010-10-14,day,2026-08-18,censored_asof,5787,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00208,external,loudoun_lola,1AD 10 DATA CENTER POD 2,VA,,,no,Approved,2011-02-10,day,2026-08-18,censored_asof,5668,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00209,external,loudoun_lola,"BEAUMEADE MERRITT TRACT BLDGS 5, 6, & 7",VA,,,no,Approved,2011-03-11,day,2026-08-18,censored_asof,5639,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00210,external,loudoun_lola,IAD 12 DATA CENTER POD 1,VA,,,no,Approved,2011-03-22,day,2026-08-18,censored_asof,5628,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00211,external,loudoun_lola,IAD 10 DATA CENTER POD 5 & 6,VA,,,no,Approved,2011-05-11,day,2026-08-18,censored_asof,5578,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00212,external,loudoun_lola,BEAUMEADE LOT 31A,VA,,,no,Approved,2011-06-17,day,2026-08-18,censored_asof,5541,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00213,external,loudoun_lola,IAD 12 DATA CENTER POD 1,VA,,,no,Approved,2011-07-01,day,2026-08-18,censored_asof,5527,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00214,external,loudoun_lola,BEAUMEADE LOT 28A RAGINGWIRE DATA CENTER,VA,,,no,Approved,2011-08-04,day,2026-08-18,censored_asof,5493,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00215,external,loudoun_lola,IAD 13 DATA CENTER POD 2,VA,,,no,Approved,2011-10-04,day,2026-08-18,censored_asof,5432,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00216,external,loudoun_lola,BEAUMEADE LOT 28A RAGINGWIRE DATA CTR,VA,,,no,Approved,2011-12-22,day,2026-08-18,censored_asof,5353,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00217,external,loudoun_lola,IAD 12 DATA CENTER POD 3,VA,,,no,Approved,2011-12-29,day,2026-08-18,censored_asof,5346,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00218,external,loudoun_lola,IAD 13 DATA CENTER POD 1,VA,,,no,Approved,2012-01-10,day,2026-08-18,censored_asof,5334,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00219,external,loudoun_lola,IAD 12 DATA CENTER POD 2,VA,,,no,Approved,2012-01-19,day,2026-08-18,censored_asof,5325,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00220,external,loudoun_lola,IAD 13 DATA CENTER POD 5,VA,,,no,Approved,2012-02-15,day,2026-08-18,censored_asof,5298,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00221,external,loudoun_lola,IAD 12 DATA CENTER POD 6,VA,,,no,Approved,2012-03-07,day,2026-08-18,censored_asof,5277,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00222,external,loudoun_lola,IAD 13 DATA CENTER POD 6,VA,,,no,Approved,2012-03-28,day,2026-08-18,censored_asof,5256,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00223,external,loudoun_lola,IAD 12 DATA CENTER POD 7,VA,,,no,Approved,2012-04-03,day,2026-08-18,censored_asof,5250,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00224,external,loudoun_lola,IAD 13 DATA CENTER POD 7,VA,,,no,Approved,2012-04-03,day,2026-08-18,censored_asof,5250,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00225,external,loudoun_lola,IAD 12 DATA CENTER POD 8,VA,,,no,Approved,2012-05-24,day,2026-08-18,censored_asof,5199,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00226,external,loudoun_lola,BEAUMEADE LOT 28A RAGINGWIRE DATA CENTER,VA,,,no,Approved,2012-06-11,day,2026-08-18,censored_asof,5181,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00227,external,loudoun_lola,IAD 13 DATA CENTER POD 8,VA,,,no,Approved,2012-06-26,day,2026-08-18,censored_asof,5166,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00228,external,loudoun_lola,IAD 12 DATA CENTER POD 9,VA,,,no,Approved,2012-06-25,day,2026-08-18,censored_asof,5167,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00229,external,loudoun_lola,IAD 13 DATA CENTER POD 3,VA,,,no,Approved,2012-07-26,day,2026-08-18,censored_asof,5136,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00230,external,loudoun_lola,BEAUMEADE LOT 28A RAGINGWIRE DATA CENTER,VA,,,no,Approved,2012-09-20,day,2026-08-18,censored_asof,5080,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00231,external,loudoun_lola,IAD 12 DATA CENTER POD 10,VA,,,no,Approved,2012-10-01,day,2026-08-18,censored_asof,5069,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00232,external,loudoun_lola,IAD 13 DATA CENTER POD 9,VA,,,no,Approved,2012-10-05,day,2026-08-18,censored_asof,5065,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00233,external,loudoun_lola,DULLES SUMMIT IAD 15 DATA CENTER POD 1,VA,,,no,Approved,2012-11-13,day,2026-08-18,censored_asof,5026,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00234,external,loudoun_lola,STAVERTON WEST L3 IAD 32 DATA POD 1,VA,,,no,Approved,2013-01-02,day,2026-08-18,censored_asof,4976,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00235,external,loudoun_lola,IAD 13 DATA CENTER POD 4,VA,,,no,Approved,2013-01-15,day,2026-08-18,censored_asof,4963,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00236,external,loudoun_lola,IAD 10 DATA CENTER NETWORK ROOM EXPANSIO,VA,,,no,Approved,2013-01-30,day,2026-08-18,censored_asof,4948,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00237,external,loudoun_lola,INTERGATE ASHBURN DATA CENTER,VA,,,no,Approved,2013-02-05,day,2026-08-18,censored_asof,4942,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00238,external,loudoun_lola,SUMMIT AT DULLES IAD 15 DATA CENTER POD4,VA,,,no,Approved,2013-02-07,day,2026-08-18,censored_asof,4940,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00239,external,loudoun_lola,IAD 15 DATA CENTER POD 5,VA,,,no,Approved,2013-03-13,day,2026-08-18,censored_asof,4906,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00240,external,loudoun_lola,IAD 32 DATA CENTER POD 2,VA,,,no,Approved,2013-04-16,day,2026-08-18,censored_asof,4872,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00241,external,loudoun_lola,DULLES SUMMIT IAD 15 DATA CENTER POD 6,VA,,,no,Approved,2013-04-24,day,2026-08-18,censored_asof,4864,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00242,external,loudoun_lola,IAD 16 DATA CENTER PODS 1-4,VA,,,no,Approved,2013-05-08,day,2026-08-18,censored_asof,4850,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00243,external,loudoun_lola,ASHBURN CORPORATE CENTER PHASE IV (ACC7),VA,,,no,Approved,2013-05-13,day,2026-08-18,censored_asof,4845,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00244,external,loudoun_lola,IAD 54 DATA CENTER PODS 1 AND 2,VA,,,no,Approved,2013-06-26,day,2026-08-18,censored_asof,4801,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00245,external,loudoun_lola,IAD 50 DATA CENTER PODS 1-6,VA,,,no,Approved,2013-07-08,day,2026-08-18,censored_asof,4789,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00246,external,loudoun_lola,"PROLOGIS PARK GATEWAY, PH IV, BLDG 10/11",VA,,,no,Approved,2014-03-18,day,2026-08-18,censored_asof,4536,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00247,external,loudoun_lola,ASHBURN CENTER PARCEL J,VA,,,no,Approved,2014-08-20,day,2026-08-18,censored_asof,4381,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00248,external,loudoun_lola,PROLOGIS PARK GATEWAY PH IV BLDG 10 & 11,VA,,,no,Approved,2014-09-18,day,2026-08-18,censored_asof,4352,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00249,external,loudoun_lola,CYRUSONE LOUDOUN TECH CENTER - PH 4,VA,,,no,Approved,2016-05-23,day,2026-08-18,censored_asof,3739,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00250,external,loudoun_lola,DIGITAL LOUDOUN III,VA,,,no,Approved,2016-10-14,day,2026-08-18,censored_asof,3595,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00251,external,loudoun_lola,POD 1 COMMERCIAL ALTERATION,VA,,,no,Approved,2017-01-30,day,2026-08-18,censored_asof,3487,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00252,external,loudoun_lola,PATRIOT POINT DC-15,VA,,,no,Approved,2017-01-30,day,2026-08-18,censored_asof,3487,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00253,external,loudoun_lola,45360 SEVERN WAY DATA CENTER,VA,,,no,Approved,2017-05-23,day,2026-08-18,censored_asof,3374,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00254,external,loudoun_lola,DIGITAL LOUDOUN III,VA,,,no,Approved,2017-05-30,day,2026-08-18,censored_asof,3367,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00255,external,loudoun_lola,INTERGATE ASHBURN DATA CENTER PH 2,VA,,,no,Approved,2018-01-16,day,2026-08-18,censored_asof,3136,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00256,external,loudoun_lola,NORTHPOINTE,VA,,,no,In Review,2018-04-09,day,2026-08-18,censored_asof,3053,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00257,external,loudoun_lola,RAGINGWIRE VA3 GREENFIELDS,VA,,,no,Approved,2018-06-13,day,2026-08-18,censored_asof,2988,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00258,external,loudoun_lola,DULLES NORTH INDUSTRIAL PARK,VA,,,no,Approved,2018-08-03,day,2026-08-18,censored_asof,2937,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00259,external,loudoun_lola,DIGITAL LOUDOUN III,VA,,,no,Approved,2018-08-10,day,2026-08-18,censored_asof,2930,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00260,external,loudoun_lola,TRUE NORTH DATA PH I,VA,,,no,Approved,2018-11-16,day,2026-08-18,censored_asof,2832,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00261,external,loudoun_lola,STERLING 8 DATA CENTER,VA,,,no,Approved,2018-12-07,day,2026-08-18,censored_asof,2811,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00262,external,loudoun_lola,DIGITAL LOUDOUN III,VA,,,no,Approved,2019-05-29,day,2026-08-18,censored_asof,2638,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00263,external,loudoun_lola,STERLING 8 DATA CENTER,VA,,,no,Approved,2019-09-19,day,2026-08-18,censored_asof,2525,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00264,external,loudoun_lola,LOUDOUN CENTER LOT 1 ASH 2 DATA CENTER,VA,,,no,Approved,2019-10-02,day,2026-08-18,censored_asof,2512,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00265,external,loudoun_lola,QUAIL RIDGE,VA,,,no,Approved,2020-01-31,day,2026-08-18,censored_asof,2391,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00266,external,loudoun_lola,PROJECT MOTION,VA,,,no,Approved,2020-04-22,day,2026-08-18,censored_asof,2309,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00267,external,loudoun_lola,DIGITAL LOUDOUN III,VA,,,no,Approved,2020-05-19,day,2026-08-18,censored_asof,2282,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00268,external,loudoun_lola,DIGITAL LOUDOUN III,VA,,,no,Approved,2020-10-29,day,2026-08-18,censored_asof,2119,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00269,external,loudoun_lola,TRUE NORTH DATA PHASE 1,VA,,,no,Approved,2021-07-22,day,2026-08-18,censored_asof,1853,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00270,external,loudoun_lola,CYRUSONE STERLING 9 DATA CENTER PH 1B,VA,,,no,Approved,2021-08-19,day,2026-08-18,censored_asof,1825,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00271,external,loudoun_lola,BUILDINGS VA 13 AND 14,VA,,,no,Approved,2021-10-29,day,2026-08-18,censored_asof,1754,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00272,external,loudoun_lola,WATERSIDE SITE PLAN LB B,VA,,,no,Approved,2021-12-10,day,2026-08-18,censored_asof,1712,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00273,external,loudoun_lola,DIGITAL LOUDOUN IV PRENTICE DRIVE,VA,,,no,Approved,2022-02-25,day,2026-08-18,censored_asof,1635,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00274,external,loudoun_lola,DULLES TRADE CENTER LOTS 10 & 11,VA,,,no,In Review,2022-04-06,day,2026-08-18,censored_asof,1595,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00275,external,loudoun_lola,AREP BEAUMEADE DATA CENTER,VA,,,no,Approved,2022-04-15,day,2026-08-18,censored_asof,1586,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00276,external,loudoun_lola,IAD11 DATA CENTER,VA,,,no,Approved,2022-04-29,day,2026-08-18,censored_asof,1572,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00277,external,loudoun_lola,EQUINIX AT BEAUMEADE TECH CENTER,VA,,,no,Approved,2022-05-27,day,2026-08-18,censored_asof,1544,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00278,external,loudoun_lola,TRUE NORTH DATA PHASE 2A,VA,,,no,Approved,2022-09-06,day,2026-08-18,censored_asof,1442,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00279,external,loudoun_lola,RELOCATION DRIVE SITE PLAN,VA,,,no,Approved,2022-09-21,day,2026-08-18,censored_asof,1427,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00280,external,loudoun_lola,45360 SEVERN WAY DATA CENTER,VA,,,no,Approved,2023-01-19,day,2026-08-18,censored_asof,1307,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00281,external,loudoun_lola,RELOCATION DRIVE SITE PLAN,VA,,,no,Approved,2023-03-14,day,2026-08-18,censored_asof,1253,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00282,external,loudoun_lola,DULLES BERRY LC4 DATA CENTER,VA,,,no,Approved,2023-05-16,day,2026-08-18,censored_asof,1190,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00283,external,loudoun_lola,EQUINIX - BEAUMEADE PH 1 LOT 5,VA,,,no,Approved,2006-04-20,day,2026-08-18,censored_asof,7425,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00284,external,loudoun_lola,EQUINIX DATA CENTER,VA,,,no,Approved,2008-06-19,day,2026-08-18,censored_asof,6634,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00285,external,loudoun_lola,MERRITT AT BEAUMEADE,VA,,,no,Approved,2010-08-09,day,2026-08-18,censored_asof,5853,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00286,external,loudoun_lola,CIT GUILFORD DRIVE LLC DATA CENTER,VA,,,no,Approved,2010-09-20,day,2026-08-18,censored_asof,5811,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00287,external,loudoun_lola,44664 GUILFORD DRIVE,VA,,,no,Approved,2010-12-17,day,2026-08-18,censored_asof,5723,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
