source,as_of,name,state,announced_date,county,capacity_mw,decision_date,status,source_url,operator
loudoun_lola,2026-08-18,APPLICATION FOR A MINOR NSR PERMIT TO CONSTRUCT,VA,2025-06-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,"Digital Western Lands, LLC (IAD44) Data Center",VA,2025-11-24,,,,Submitted - Online,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Relocation Drive Data Center,VA,2026-04-14,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Wade Drive,VA,2026-08-10,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,"Amazon Data Services, Inc.",VA,2023-08-28,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Vantage Data Centers VA16,VA,2023-12-08,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,INTERGATE ASHBURN DATA CENTER BLDNG A,VA,2023-12-11,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,MANEKIN PLAZA,VA,2024-01-29,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Pacific Corporate Park,VA,2024-02-05,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD12 & IAD13 DATA CENTER,VA,2024-02-21,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Vantage Data Centers VA16,VA,2024-02-23,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Ashburn East Phase 1 & 2,VA,2024-03-14,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Lot 1A1 1501 Moran Road Development Owner LLC,VA,2024-04-10,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BRAMBLETON BUSINESS CAMPUS DATA CENTER,VA,2024-05-01,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Allegro North Campus - Building 2A,VA,2024-06-20,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,TUSCARORA CROSSING LANDBAY 7,VA,2024-06-28,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,PROJECT NOVA SOUTHEAST SITE PLAN,VA,2024-07-16,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Allegro North Campus - Building 2A,VA,2024-08-26,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Ashburn Data Center,VA,2024-08-28,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,AREP Beaumeade Data Center,VA,2024-08-28,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,INOVA Health System Phase 1,VA,2024-10-10,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,RIDGETOP CENTER,VA,2024-10-28,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,LC 11 AND 12 DATA CENTER,VA,2024-11-26,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,CYRUSONE STERLING 11 DATA CENTER PH 2,VA,2024-12-09,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,COCHRAN MILL ROAD,VA,2024-12-13,,,,Submitted,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Digital Filigree,VA,2025-02-03,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Compass Creek Section 4,VA,2025-03-04,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES NORTH INDUSTRIAL PARK-LOT4,VA,2025-04-08,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Thayer Rd,VA,2025-04-09,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Thayer Rd,VA,2025-04-09,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Thayer Rd,VA,2025-04-09,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,ARCOLA LAKHVINDER PROPERTY,VA,2025-04-09,,,,Submitted - Online,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BELMONT LANDBAY KK DATA CENTER,VA,2025-04-10,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BELMONT LANDBAY KK DATA CENTER,VA,2025-04-18,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Dulles Berry LC8 Data Center,VA,2025-05-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Dulles Electric Data Centers (8399),VA,2025-08-04,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Dulles Electric Data Centers (7335),VA,2025-08-04,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Farah-Naples Data Center Site Plan,VA,2025-08-11,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Telos Data Center,VA,2025-10-17,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,H5 Data Center SPAM 2 Easement Plat,VA,2025-10-29,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,1501 Moran Road - AS02 Final Site Plan REVISION,VA,2025-10-30,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Allegro North Campus- Building 2F Site Plan,VA,2025-11-24,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Dulles Electric Data Centers Consolidation,VA,2026-08-12,,,,Submitted - Online,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,"Belmont Innovation Campus - Buildings 1, 2, & 5",VA,2025-09-15,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Wade Drive Data Center SPEX,VA,2026-07-22,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,Ashburn Crossing II Parking Expansion,VA,2026-07-29,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,RAGING WIRE C/O DON BEARD,VA,2014-11-05,,,,Submitted,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,"Vantage Data Centers VA3, LLC",VA,2022-06-27,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES TOWN CENTER DATA CENTER,VA,2022-07-27,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,TRUE NORTH DATA,VA,2018-01-10,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES BERRY LC4 DATA CENTER,VA,2022-05-24,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,EQUINIX SIGN PLAN,VA,2020-07-27,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,MCI DATA CENTER,VA,2005-05-25,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,CABOT TECH AT BEAUMEADE- AT&T DATA,VA,2006-03-06,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,TRIZECHAHN AT BEAUMEADE PH 1 S 1 L 5A1,VA,2006-11-07,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,CABOT TECH AT BEAUMEADE,VA,2008-09-25,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 10 DATA CENTER,VA,2010-10-14,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,1AD 10 DATA CENTER POD 2,VA,2011-02-10,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,"BEAUMEADE MERRITT TRACT BLDGS 5, 6, & 7",VA,2011-03-11,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 1,VA,2011-03-22,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 10 DATA CENTER POD 5 & 6,VA,2011-05-11,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BEAUMEADE LOT 31A,VA,2011-06-17,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 1,VA,2011-07-01,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BEAUMEADE LOT 28A RAGINGWIRE DATA CENTER,VA,2011-08-04,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 2,VA,2011-10-04,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BEAUMEADE LOT 28A RAGINGWIRE DATA CTR,VA,2011-12-22,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 3,VA,2011-12-29,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 1,VA,2012-01-10,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 2,VA,2012-01-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 5,VA,2012-02-15,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 6,VA,2012-03-07,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 6,VA,2012-03-28,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 7,VA,2012-04-03,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 7,VA,2012-04-03,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 8,VA,2012-05-24,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BEAUMEADE LOT 28A RAGINGWIRE DATA CENTER,VA,2012-06-11,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 8,VA,2012-06-26,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 9,VA,2012-06-25,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 3,VA,2012-07-26,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BEAUMEADE LOT 28A RAGINGWIRE DATA CENTER,VA,2012-09-20,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 12 DATA CENTER POD 10,VA,2012-10-01,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 9,VA,2012-10-05,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES SUMMIT IAD 15 DATA CENTER POD 1,VA,2012-11-13,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,STAVERTON WEST L3 IAD 32 DATA POD 1,VA,2013-01-02,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 13 DATA CENTER POD 4,VA,2013-01-15,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 10 DATA CENTER NETWORK ROOM EXPANSIO,VA,2013-01-30,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,INTERGATE ASHBURN DATA CENTER,VA,2013-02-05,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,SUMMIT AT DULLES IAD 15 DATA CENTER POD4,VA,2013-02-07,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 15 DATA CENTER POD 5,VA,2013-03-13,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 32 DATA CENTER POD 2,VA,2013-04-16,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES SUMMIT IAD 15 DATA CENTER POD 6,VA,2013-04-24,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 16 DATA CENTER PODS 1-4,VA,2013-05-08,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,ASHBURN CORPORATE CENTER PHASE IV (ACC7),VA,2013-05-13,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 54 DATA CENTER PODS 1 AND 2,VA,2013-06-26,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD 50 DATA CENTER PODS 1-6,VA,2013-07-08,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,"PROLOGIS PARK GATEWAY, PH IV, BLDG 10/11",VA,2014-03-18,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,ASHBURN CENTER PARCEL J,VA,2014-08-20,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,PROLOGIS PARK GATEWAY PH IV BLDG 10 & 11,VA,2014-09-18,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,CYRUSONE LOUDOUN TECH CENTER - PH 4,VA,2016-05-23,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DIGITAL LOUDOUN III,VA,2016-10-14,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,POD 1 COMMERCIAL ALTERATION,VA,2017-01-30,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,PATRIOT POINT DC-15,VA,2017-01-30,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,45360 SEVERN WAY DATA CENTER,VA,2017-05-23,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DIGITAL LOUDOUN III,VA,2017-05-30,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,INTERGATE ASHBURN DATA CENTER PH 2,VA,2018-01-16,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,NORTHPOINTE,VA,2018-04-09,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,RAGINGWIRE VA3 GREENFIELDS,VA,2018-06-13,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES NORTH INDUSTRIAL PARK,VA,2018-08-03,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DIGITAL LOUDOUN III,VA,2018-08-10,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,TRUE NORTH DATA PH I,VA,2018-11-16,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,STERLING 8 DATA CENTER,VA,2018-12-07,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DIGITAL LOUDOUN III,VA,2019-05-29,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,STERLING 8 DATA CENTER,VA,2019-09-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,LOUDOUN CENTER LOT 1 ASH 2 DATA CENTER,VA,2019-10-02,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,QUAIL RIDGE,VA,2020-01-31,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,PROJECT MOTION,VA,2020-04-22,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DIGITAL LOUDOUN III,VA,2020-05-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DIGITAL LOUDOUN III,VA,2020-10-29,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,TRUE NORTH DATA PHASE 1,VA,2021-07-22,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,CYRUSONE STERLING 9 DATA CENTER PH 1B,VA,2021-08-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BUILDINGS VA 13 AND 14,VA,2021-10-29,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,WATERSIDE SITE PLAN LB B,VA,2021-12-10,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DIGITAL LOUDOUN IV PRENTICE DRIVE,VA,2022-02-25,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES TRADE CENTER LOTS 10 & 11,VA,2022-04-06,,,,In Review,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,AREP BEAUMEADE DATA CENTER,VA,2022-04-15,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,IAD11 DATA CENTER,VA,2022-04-29,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,EQUINIX AT BEAUMEADE TECH CENTER,VA,2022-05-27,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,TRUE NORTH DATA PHASE 2A,VA,2022-09-06,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,RELOCATION DRIVE SITE PLAN,VA,2022-09-21,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,45360 SEVERN WAY DATA CENTER,VA,2023-01-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,RELOCATION DRIVE SITE PLAN,VA,2023-03-14,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DULLES BERRY LC4 DATA CENTER,VA,2023-05-16,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,EQUINIX - BEAUMEADE PH 1 LOT 5,VA,2006-04-20,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,EQUINIX DATA CENTER,VA,2008-06-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,MERRITT AT BEAUMEADE,VA,2010-08-09,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,CIT GUILFORD DRIVE LLC DATA CENTER,VA,2010-09-20,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,44664 GUILFORD DRIVE,VA,2010-12-17,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,PROJECT COLUMBIA DATA CENTER,VA,2011-03-01,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,TRANSDULLES CENTRE PARCEL 20,VA,2011-04-01,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,21800 BEAUMEADE CIRCLE,VA,2011-07-29,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,21550 & 21580 BEAUMEADE CIRCLE,VA,2011-08-05,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,ASHBURN CENTER NORTH,VA,2012-04-06,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,BUHL ELECTRIC,VA,2012-11-14,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,PROLOGIS PARK - GATEWAY PHASE III BLDG 9,VA,2013-07-02,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,"PROLOGIS PARK-GATEWAY PHASE III, BLDG 8",VA,2013-12-11,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
loudoun_lola,2026-08-18,DBT-DATA BEAUMEADE FAR,VA,2016-04-19,,,,Approved,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query,
