name,operator,state,county,sqft,lat,lon,type
Baltimore Technology Park,,Maryland,Baltimore city,30131.0,39.27538391165092,-76.62552663391303,building
Intergate Seattle West Building C,Sabey,Washington,King County,19791.0,47.49413118771306,-122.29440690516354,building
Intergate Seattle West Building B,Sabey,Washington,King County,19140.0,47.49307629033907,-122.29368392327882,building
Intergate Seattle West Building A,Sabey,Washington,King County,38547.0,47.49214782871073,-122.293319807759,building
Vantage WA11,,Washington,Grant County,147430.0,47.25016454994511,-119.81449029306091,building
NTT Data Quincy,NTT,Washington,Grant County,99760.0,47.24358751309279,-119.86571157127666,building
Unknown,,Washington,Grant County,44365.0,47.23881859630125,-119.85935927491568,building
Unknown,,Washington,Grant County,32106.0,47.23826232566218,-119.85936632665342,building
Geneseo Communications Inc,,Iowa,Scott County,53983.0,41.55026944582376,-90.482409225225,building
Unknown,,Illinois,DuPage County,14550.0,41.90535458903981,-88.21951394141162,building
Unknown,,New Jersey,Middlesex County,61263.0,40.5528187281629,-74.45667583889342,building
Unknown,Verizon Wireless,Indiana,Hancock County,21005.0,39.71718414793671,-85.94132960161893,building
Unknown,,New Jersey,Hudson County,34462.0,40.78473886879808,-74.06435818266343,building
Flexential Salt Lake City - South Valley,Flexential,Utah,Salt Lake County,30547.0,40.62035188350187,-111.9860469169242,building
Digital Realty Silicon Valley SC1,Digital Realty,California,Santa Clara County,297948.0,37.36168658658687,-121.94391134202756,building
QES Computers,,California,Alameda County,941.0,37.699475300043446,-121.90379949999844,building
Equinix SE3 Data Center,Equinix,Washington,King County,12575.0,47.61442272967249,-122.33974344575807,building
QTS Piscataway Data Center,Quality Technology Services,New Jersey,Middlesex County,343444.0,40.55696486399719,-74.48400692707673,building
AiNET,,Maryland,Prince George's County,43057.0,39.052822508078144,-76.92590821703205,building
Microsoft,Microsoft,Texas,Bexar County,258191.0,29.478216376231007,-98.69072125219772,building
Microsoft San Antonio,Microsoft,Texas,Bexar County,478642.0,29.479925996060736,-98.6926080915504,building
Microsoft,Microsoft,Texas,Bexar County,194916.0,29.48106634167372,-98.69655923476324,building
Unknown,Claro,Puerto Rico,San Juan Municipio,23137.0,18.446826968330527,-66.0516872147712,building
Lumen Norristown,Lumen Technologies,Pennsylvania,Montgomery County,34224.0,40.1270582669318,-75.40863781443159,building
Equinix DC7,Equinix,Virginia,Fairfax County,79709.0,38.90913922220713,-77.22055679495352,building
Element Critical VA1,,Virginia,Fairfax County,20483.0,38.9083675000258,-77.21974420009786,building
Pittock Block,,Oregon,Multnomah County,41556.0,45.52154358199719,-122.68070403612808,building
Data Center,Oregon Health & Science University,Oregon,Washington County,25297.0,45.52668379341888,-122.87550380152314,building
Cisco Allen,,Texas,Collin County,162023.0,33.135980195526706,-96.66095239322138,building
Unknown,,Oregon,Crook County,231830.0,44.29489361961425,-120.8839983863009,building
CSSNW Bellingham,CSS Communications,Washington,Whatcom County,4312.0,48.75726819331372,-122.480547528078,building
EdgeConneX CHI02,EdgeConneX,Illinois,Cook County,64358.0,42.001494373393264,-87.95256335815348,building
Equinix Chicago CH3,Equinix,Illinois,Cook County,135800.0,42.00115870787965,-87.95521312428228,building
Element Critical CH2,Element Critical,Illinois,DuPage County,44358.0,41.97422731222964,-87.9671757623118,building
Centersquare Elk Grove Village Data Center Campus ORD2,Centersquare,Illinois,DuPage County,198323.0,41.99204041535668,-87.95817200961845,building
Flexential Denver - Englewood,Flexential,Colorado,Douglas County,198772.0,39.55897087407264,-104.83755343632713,building
EdgeConneX Detroit DET01,EdgeConneX,Michigan,Oakland County,40574.0,42.4476969142348,-83.26266713633784,building
Lumen Austin 3,Lumen Technologies,Texas,Travis County,5068.0,30.261396172131168,-97.72359737399287,building
Alpheus DataCenter,Alpheus,Texas,Travis County,36089.0,30.261043226760545,-97.72210231000722,building
Digital Realty Austin AUS11,,Texas,Travis County,79985.0,30.21217551197644,-97.6957806400088,building
LightEdge Austin II,,Texas,Travis County,86445.0,30.20067632042548,-97.7070441537442,building
CyrusOne Austin Data Center II,,Texas,Travis County,77356.0,30.205929677925745,-97.69796494527762,building
Data Foundry Austin 1 Data Center,,Texas,Travis County,50461.0,30.215503976280196,-97.69607393452048,building
VISA Data Center,,Virginia,Loudoun County,349987.0,39.04872822028961,-77.4454155025337,building
LightEdge Austin I,,Texas,Travis County,30876.0,30.21429715095225,-97.7126675657396,building
Skybox Chicago I,Skybox,Illinois,Cook County,174575.0,41.99366849754896,-87.9735185179455,building
Hurricane Electric Fremont 1,Hurricane Electric,California,Alameda County,33640.0,37.48986462008944,-121.93101655253416,building
Unknown,Aligned Data Centers,Ohio,Erie County,633484.0,41.4324305009821,-82.71902751224367,building
Lumen Austin 1,,Texas,Travis County,74722.0,30.196499004972576,-97.71239983833571,building
Data Foundry - Texas 1,,Texas,Travis County,137095.0,30.198926082371678,-97.71378843935518,building
XO Fremont,XO,California,Alameda County,65815.0,37.47533720746737,-121.92211346250495,building
Hurricane Electric Fremont 2,Hurricane Electric,California,Alameda County,181268.0,37.471827238512944,-121.92031059714007,building
Element Critical,,Texas,Travis County,61978.0,30.342800020345656,-97.69617577010004,building
Element Critical CH1,Element Critical,Illinois,DuPage County,92076.0,41.97576175006559,-87.96468543810447,building
165 Halsey / Equinix NY1 / Databank EWR1,Tishman,New Jersey,Essex County,89363.0,40.73672574708444,-74.17392520750958,building
QTS Suwanee Data Center 1,Quality Technology Services,Georgia,Gwinnett County,310488.0,34.03538969563108,-84.06107488394335,building
QTS Suwanee Data Center 2,Quality Technology Services,Georgia,Gwinnett County,360379.0,34.03709880816788,-84.0577034926908,building
TierPoint Little Rock,,Arkansas,Pulaski County,31845.0,34.75623579847398,-92.44472351005184,building
Equinix SV6,Equinix,California,Santa Clara County,21678.0,37.39960173949957,-122.01456250837072,building
Flexential Atlanta - Norcross,Flexential,Georgia,Gwinnett County,32309.0,33.95476871472785,-84.19856192066597,building
Centersquare Lynnwood SE1,Centersquare,Washington,Snohomish County,104460.0,47.84181079877673,-122.3016903104198,building
Unknown,Apple,Oregon,Crook County,9228.0,44.28941552511668,-120.87507749015272,building
Walmart Colorado Data Center,Walmart,Colorado,El Paso County,219542.0,38.98574620589175,-104.78726998003246,building
Verizon,,Nebraska,Douglas County,11836.0,41.33832138450139,-96.0277741269746,building
Verizon,,Nebraska,Douglas County,87375.0,41.33843614997797,-96.02861432583268,building
George C. Wallace Alabama Supercomputer Center,Alabama Supercomputer Authority,Alabama,Madison County,14919.0,34.73654090277783,-86.67309882783594,building
Digital Realty Chicago ORD12,Digital Realty,Illinois,Cook County,90165.0,41.92837828612005,-87.85923594325138,building
Unknown,,Washington,Grant County,36918.0,47.23763280547861,-119.86448737759343,building
Microsoft,Microsoft,Washington,Grant County,151246.0,47.23947854795628,-119.88299787007462,building
Microsoft,Microsoft,Washington,Grant County,147922.0,47.23857484529072,-119.88308360926234,building
Unknown,,Washington,Grant County,46835.0,47.23948769629937,-119.85940592515068,building
Microsoft CYS Datacenter,Microsoft,Wyoming,Laramie County,8353216.0,41.12341444962218,-104.90530165717428,campus
Unknown,,Wyoming,Laramie County,140780.0,41.1262309898459,-104.90187602195962,building
KOMO Plaza East,,Washington,King County,45743.0,47.619324932166734,-122.34815288067006,building
KOMO Plaza West,,Washington,King County,20239.0,47.61891975961567,-122.34859631775392,building
Fidelity,Fidelity,Nebraska,Sarpy County,40714.0,41.16546905416773,-96.08338762268534,building
Unknown,Centurylink,California,Los Angeles County,71500.0,33.91772905166227,-118.38631267027328,building
Serverfarm - LAX1,Serverfarm LLC.,California,Los Angeles County,119102.0,33.92174167558056,-118.38643608724033,building
DRT LAX12,Digital Realty,California,Los Angeles County,113310.0,33.9156488974591,-118.38463005026092,building
Google - Thornton,Google,Colorado,Adams County,86059.0,39.92241855755477,-104.98324467111505,building
DRT LAX10,,California,Los Angeles County,66979.0,34.04732574551566,-118.25751427697324,building
One Wilshire,,California,Los Angeles County,43850.0,34.04789230531704,-118.25554585155656,building
UF Research Computing Center,University of Florida,Florida,Alachua County,36370.0,29.672591133291224,-82.29992999372256,building
"CyrusOne NVA1, NVA2 & NVA3",CyrusOne,Virginia,Loudoun County,265601.0,39.02594651093395,-77.41452291234779,building
NAP of the Americas,,Florida,Miami-Dade County,122625.0,25.782378977030262,-80.19307541186281,building
Unknown,,Florida,Miami-Dade County,15911.0,25.79754440402661,-80.230033722435,building
CyrusOne NVA5,CyrusOne,Virginia,Loudoun County,506948.0,39.02432710048146,-77.43403366059391,building
Microsoft,Microsoft,Iowa,Dallas County,39146.0,41.540615955851,-93.82494906980826,building
Facebook Altoona Data Center 1,Meta,Iowa,Polk County,315400.0,41.6642411277008,-93.51472775765038,building
Facebook Altoona Data Center 2,Meta,Iowa,Polk County,307370.0,41.66553719114288,-93.5081704115336,building
Lumen Technologies,,California,Orange County,85658.0,33.716777907497594,-117.80580094927475,building
Lumen,Lumen Technologies,Washington,Spokane County,25399.0,47.654225584825305,-117.42000258764048,building
Unknown,,Wisconsin,Dane County,9176.0,43.06728877873921,-89.43673598135521,building
Equinix CU2,Equinix,Virginia,Culpeper County,1299936.0,38.454936889103365,-77.97818714607277,campus
Unknown,,California,Santa Clara County,102004.0,37.33363768871057,-121.88797542273252,building
Unknown,,New Jersey,Hudson County,150951.0,40.78413403768732,-74.06556019989502,building
Evocative Secaucus,Evocative,New Jersey,Hudson County,101304.0,40.787550185315126,-74.06804834898094,building
BT Radianz: 492 River Road,bt,New Jersey,Essex County,107857.0,40.82145355154189,-74.13418574563293,building
Time Warner Datacenter,,Colorado,Arapahoe County,33804.0,39.5989600863557,-104.8603774822199,building
Time Warner Datacenter,,Colorado,Arapahoe County,61435.0,39.59993080115642,-104.86018232055083,building
CyrusOne Austin Data Center III,,Texas,Travis County,189921.0,30.206993743520524,-97.7011142781365,building
Apollo Cable Landing Station,Apollo,New Jersey,Monmouth County,25904.0,40.15704355065648,-74.10158204974093,building
Cable & Wireless Cable Landing Station,,New York,Suffolk County,36746.0,40.84365992460773,-72.88334530997138,building
Equinix Ashburn DC10,Equinix,Virginia,Loudoun County,152397.0,39.02101419483995,-77.45151283533546,building
Amazon Web Services Datacenter Complex,Amazon Web Services,Virginia,Loudoun County,1088049.0,39.0265748165722,-77.45106545332197,campus
Amazon Web Services,Amazon Web Services,Virginia,Loudoun County,1022344.0,39.02886985735719,-77.4586618970949,campus
Amazon IAD-61,Amazon Web Services,Virginia,Loudoun County,152289.0,38.91580512574743,-77.49198694607598,building
Unknown,,Virginia,Loudoun County,709715.0,38.9865020849492,-77.44219586774605,campus
Amazon IAD51,Amazon Web Services,Virginia,Loudoun County,64127.0,38.991413813734994,-77.43650684069107,building
Amazon IAD56,Amazon Web Services,Virginia,Loudoun County,78441.0,38.990567610094665,-77.43706177436276,building
Amazon IAD16,Amazon Web Services,Virginia,Loudoun County,75817.0,38.99069899784283,-77.44882479290187,building
Amazon IAD15,Amazon Web Services,Virginia,Loudoun County,103452.0,38.99169289545036,-77.44857953268574,building
Amazon IAD14,Amazon Web Services,Virginia,Prince William County,118192.0,38.78993178096453,-77.54821678521624,building
Amazon IAD59,Amazon Web Services,Virginia,Prince William County,127281.0,38.79222600770484,-77.54844963730864,building
Amazon IAD52,Amazon Web Services,Virginia,Prince William County,126699.0,38.79106882111887,-77.54837196346583,building
Amazon Web Services Datacenter Complex,Amazon Web Services,Ohio,Licking County,1106310.0,40.09388273554784,-82.75171093377944,campus
Amazon AWS: Hilliard Data Center,Amazon Web Services us-east-2 datacenter,Ohio,Franklin County,2578490.0,40.05990219147888,-83.13425799033122,campus
Unknown,,Oregon,Umatilla County,2605.0,45.91583559984652,-119.26632355,building
Unknown,,Oregon,Umatilla County,2608.0,45.915835599846574,-119.2665274,building
Unknown,,Oregon,Umatilla County,2605.0,45.91583559984652,-119.26672585,building
Unknown,,Oregon,Umatilla County,2605.0,45.91583559984655,-119.26711215,building
Unknown,,Oregon,Umatilla County,2605.0,45.91584309984662,-119.26731594999998,building
Unknown,,Oregon,Umatilla County,2605.0,45.91583189984655,-119.26751175,building
Unknown,,Oregon,Umatilla County,2605.0,45.91583559984655,-119.26771695000002,building
Amazon PDX2,Amazon Web Services,Oregon,Umatilla County,133053.0,45.91640356429687,-119.26777584933068,building
Amazon Web Services us-west-2,Amazon Web Services,Oregon,Morrow County,127483.0,45.84100319369004,-119.65276874957644,building
Amazon Web Services us-west-2,Amazon Web Services,Oregon,Morrow County,267452.0,45.85223533738975,-119.62988821726834,building
Amazon Web Services us-west-2,Amazon Web Services,Oregon,Morrow County,103260.0,45.85088075126984,-119.6305237000272,building
Equinix San Jose SV3,Equinix,California,Santa Clara County,109684.0,37.38826955704538,-121.88842909046676,building
365 Main Street Data Center,Digital Realty,California,San Francisco County,39318.0,37.78873103633594,-122.39046904827536,building
Meta Forest City datacenter,Meta,North Carolina,Rutherford County,241126.0,35.3142312569782,-81.82213877550394,building
Meta Forest City datacenter,Meta,North Carolina,Rutherford County,244176.0,35.31737236865609,-81.82632689449466,building
Unknown,NTT Limited,California,Santa Clara County,75249.0,37.40390424000007,-121.88929689106432,building
Csquare SFO1,Csquare,California,Santa Clara County,83921.0,37.37043804478318,-121.96982954691394,building
Unknown,Vantage,California,Santa Clara County,75686.0,37.371778697164096,-121.97250520730036,building
Intergate Columbia B,Sabey Data Centers,Washington,Douglas County,192887.0,47.40716362579416,-120.1874901793035,building
Intergate Columbia A,Sabey Data Centers,Washington,Douglas County,262378.0,47.40871425585381,-120.18929355566496,building
Intergate Columbia,,Washington,Douglas County,2771098.0,47.40758787947685,-120.19173054919484,campus
Unknown,,Virginia,Loudoun County,35740.0,38.99422739840353,-77.44818874268246,building
Centersquare IAD4-A,Centersquare,Virginia,Loudoun County,77749.0,39.02173368633118,-77.45274689712927,building
AWS Building E,Amazon Web Services,Virginia,Loudoun County,153355.0,39.00505158640794,-77.48561242978808,building
Digital Realty New Jersey EWR20,Digital Realty,New Jersey,Passaic County,29614.0,40.82992945585005,-74.12674913164862,building
CyrusOne Somerset,CyrusOne,New Jersey,Somerset County,318583.0,40.537986381868514,-74.54565865822576,building
BNY Mellon Somerset,,New Jersey,Somerset County,121002.0,40.53601964911133,-74.5534089707814,building
Unknown,Digital Realty,New Jersey,Somerset County,125668.0,40.5375383526,-74.55554039982248,building
Digital Realty New Jersey EWR21,Digital Realty,New Jersey,Passaic County,71645.0,40.83058580151704,-74.12451439724033,building
Unknown,Centurylink,California,Los Angeles County,43140.0,34.19986910792885,-118.34378887471212,building
Amazon IAD78,Amazon Web Services,Virginia,Loudoun County,147979.0,39.02636804262541,-77.44952022668694,building
Amazon IAD79,Amazon Web Services,Virginia,Loudoun County,148678.0,39.026357370464034,-77.45087034712718,building
Unknown,,Nevada,Washoe County,276687.0,39.56710538351869,-119.54857352752408,building
Kaiser Data Center,,California,Napa County,162791.0,38.254085135435545,-122.2730981200017,building
Lumen Dallas - 3180 Irving Blvd.,Lumen Technologies,Texas,Dallas County,80859.0,32.806954885472585,-96.86858877539872,building
Prime DFW01-01,Prime,Texas,Dallas County,88881.0,32.83796688361756,-96.87839306215342,building
Lumen Dallas 6,Lumen Technologies,Texas,Dallas County,12977.0,32.82799793180718,-96.88438205812224,building
Digital Realty DFW36,Digital Realty,Texas,Dallas County,24499.0,32.82754986077816,-96.87374979541195,building
DataBank Dallas Empire Central Data Center,DataBank,Texas,Dallas County,67717.0,32.82173820429836,-96.87359763406624,building
TierPoint Dallas Data Center,TierPoint,Texas,Dallas County,71358.0,32.807972677629614,-96.85735461854576,building
Amazon IAD87,Amazon Web Services,Virginia,Loudoun County,147390.0,38.99181366629844,-77.44116774003697,building
Amazon IAD88,Amazon Web Services,Virginia,Loudoun County,147468.0,38.99096434751658,-77.44187048800238,building
Verizon,Verizon,Colorado,Arapahoe County,8059.0,39.58924804995954,-104.87793294999813,building
Stream Data Centers PHX-1,,Arizona,Maricopa County,413250.0,33.41949068772329,-112.35998844515764,building
Live Oak Data Center,,Texas,Dallas County,49853.0,32.78371232090692,-96.79457490220037,building
Flexential Portland - Hillsboro 2,Flexential,Oregon,Washington County,214259.0,45.558285521867774,-122.91709178475038,building
NYSE Data Center,nyse,New Jersey,Bergen County,200804.0,41.078302339181775,-74.15291807503208,building
AT&T,,California,Los Angeles County,17388.0,34.57998399250564,-118.11402444850228,building
Unknown,,Colorado,El Paso County,42627.0,38.80265970986479,-104.52196604272532,building
Juniper,,Oregon,Clackamas County,24854.0,45.31873065187943,-122.76587362101382,building
Unknown,,Texas,Collin County,108401.0,33.00929860932998,-96.6765444557892,building
Tierpoint Dallas-Allen,,Texas,Collin County,30651.0,33.137934223084564,-96.65737558964425,building
Unknown,DXC Technology,Texas,Harris County,352246.0,30.018697853415755,-95.86367622394388,building
Amazon IAD73,Amazon Web Services,Virginia,Prince William County,146162.0,38.77797945837826,-77.55909921912577,building
Amazon IAD74,Amazon Web Services,Virginia,Prince William County,147480.0,38.77743693462092,-77.55789122919084,building
H5 Data Center,,Ohio,Cuyahoga County,71439.0,41.50635749142958,-81.6835984766603,building
TPx Colocation Datacenter,TPx Communications,California,Orange County,37065.0,33.70750645042811,-117.84410419953558,building
Unknown,,California,Los Angeles County,25505.0,34.04791495021397,-118.2555689501841,campus
Cologix Jacksonville JAX1,,Florida,Duval County,30201.0,30.33142981885113,-81.66242566977944,building
Microsoft,Microsoft,Washington,Grant County,143439.0,47.23948680981334,-119.8874068597649,building
Unknown,,Washington,Grant County,44446.0,47.23856068621164,-119.86445275389522,building
Unknown,,Washington,Grant County,138534.0,47.24760077002591,-119.82542905367347,building
Facebook Fort Worth Datacenter,Meta,Texas,Tarrant County,634395.0,32.98378403788744,-97.25934313221772,building
Data Center Lenexa,,Kansas,Johnson County,44552.0,38.92517007028676,-94.7702895910638,building
CITIGROUP TECHNOLOGY INC,,Texas,Denton County,242536.0,33.00638147848431,-97.24529013457187,building
QTS Data Center,Quality Technology Services,Texas,Tarrant County,277996.0,32.98885535912591,-97.25920173475927,building
Lowe's Data Center,Lowe's,Texas,Bexar County,55066.0,29.472846040284345,-98.68954665082217,building
Unknown,CHRISTUS Health,Texas,Bexar County,48815.0,29.47034447909316,-98.68620953197288,building
Unknown,Frost Bank,Texas,Bexar County,68591.0,29.470223440456333,-98.68765019924956,building
CyrusOne San Antonio I,CyrusOne,Texas,Bexar County,102327.0,29.46655501468974,-98.68811007066918,building
Valero Wiserman,Valero,Texas,Bexar County,58304.0,29.47428541340784,-98.68006447609892,building
Stream San Antonio II,,Texas,Bexar County,71324.0,29.472016548814928,-98.6717367823064,building
CyrusOne San Antonio II,CyrusOne,Texas,Bexar County,108554.0,29.47084945067936,-98.67299896081856,building
CyrusOne San Antonio III,CyrusOne,Texas,Bexar County,100537.0,29.47004426742346,-98.67219273226,building
Spectrum Charlotte National Data Center,,North Carolina,Mecklenburg County,93604.0,35.14278901717108,-80.91620847296733,building
Unknown,,Oregon,Crook County,377457.0,44.28888249144302,-120.87012500756974,building
Cyxtera Tampa TP1,Cyxtera,Florida,Hillsborough County,97332.0,27.94553184264413,-82.35116156727058,building
QTS Irving - Dallas Data Center Campus,Quality Technology Services,Texas,Dallas County,306213.0,32.89728320232041,-96.98278763369082,building
Centersquare Lisle ORD4 Data Center,Centersquare,Illinois,DuPage County,361205.0,41.80234062646393,-88.09488558888414,building
GoDaddy - Gilbert,,Arizona,Maricopa County,91811.0,33.36191382983084,-111.83930897383505,building
AT&T Center,American Telephone & Telegraph,California,San Diego County,88910.0,32.74757512655355,-117.15894804229632,building
Unknown,,Tennessee,Davidson County,10355.0,36.14048086552297,-86.76414722152771,building
CenturyLink,,Georgia,Fulton County,23046.0,33.76514415943699,-84.38373631254974,building
Unknown,,Wyoming,Laramie County,62914.0,41.124032949239215,-104.8980886,building
Unknown,,Wyoming,Laramie County,67797.0,41.124036799320784,-104.8992687499629,building
Unknown,,Wyoming,Laramie County,62555.0,41.12528359932865,-104.89927145,building
Unknown,,Wyoming,Laramie County,63264.0,41.12528676311575,-104.89808331876364,building
Expedient Pittsburgh South,Expedient,Pennsylvania,Allegheny County,27441.0,40.42737727783291,-80.04253151075422,building
Centersquare: Phoenix - (PHX1 - Mesa),Centersquare,Arizona,Maricopa County,57992.0,33.421284262350255,-111.85899423023751,building
Unknown,DXC Technology,Texas,Harris County,264173.0,29.99520064778405,-95.56325379028314,building
Unknown,DXC Technology,Texas,Harris County,113970.0,29.997307161324283,-95.56398536553904,building
Liquid Web,,Michigan,Eaton County,23079.0,42.68795132456832,-84.64299464110024,building
Amazon IAD63,Amazon Web Services,Virginia,Loudoun County,143980.0,38.9168847531172,-77.49325147292357,building
"Liquid Web, Inc",,Michigan,Eaton County,72843.0,42.70539040001097,-84.66608910001226,building
Amazon IAD62,Amazon Web Services,Virginia,Loudoun County,149941.0,38.94932164782646,-77.51987469094145,building
Unknown,,Georgia,Cobb County,18558.0,34.0707036329806,-84.67590752731094,building
Altoona Meta Data Center,Meta,Iowa,Polk County,26568553.0,41.66969372876868,-93.51143854964342,campus
ADP South Dakota,,South Dakota,Minnehaha County,243125.0,43.59991456599551,-96.79470699634729,building
TJX Corporate Techno,,Ohio,Franklin County,102681.0,40.10386011394031,-82.81062585456809,building
Compugen New Albany,,Ohio,Franklin County,44250.0,40.10455003825464,-82.80494540049781,building
Compugen New Albany,,Ohio,Franklin County,32222.0,40.10367720079985,-82.80893932428502,building
Flexential Dallas - Richardson,Flexential,Texas,Collin County,68520.0,32.99481331799373,-96.7525015956488,building
Experian McKinney Data Center,,Texas,Collin County,76624.0,33.17179580069162,-96.72550500041572,building
Unknown,,Ohio,Franklin County,56266.0,40.11571701578424,-83.00256546104873,building
Stack Infrastructure,Stack Infrastructure,California,Santa Clara County,78105.0,37.40255873642884,-121.89338203369856,building
Stack Infrastructure,Stack Infrastructure,California,Santa Clara County,107993.0,37.40221252579365,-121.89238428102912,building
Carfax,,Missouri,Boone County,39487.0,38.9235119701765,-92.28862384290709,building
Facebook Altoona Data Center 3,Meta,Iowa,Polk County,377755.0,41.66707142244616,-93.50646556541808,building
Amazon IAD71,Amazon Web Services,Virginia,Loudoun County,121176.0,39.02790807231044,-77.4575028799799,building
Amazon IAD50,Amazon Web Services,Virginia,Loudoun County,202194.0,39.02956976120693,-77.45968288935686,building
Amazon IAD60,Amazon Web Services,Virginia,Loudoun County,110965.0,39.02877370248201,-77.4582461041282,building
Amazon Web Services  CMH50,Amazon Web Services,Ohio,Licking County,161683.0,40.09462975659448,-82.75133937578003,building
Unknown,,Arizona,Maricopa County,1263277.0,33.34702102097167,-111.60413892780116,building
Apple Mesa Data Center,Apple,Arizona,Maricopa County,3983906.0,33.34679827603292,-111.60431805940924,campus
Thin-nology,,Texas,Travis County,9209.0,30.421141229242764,-97.59160304354108,building
CyrusOne Norwalk,CyrusOne,Connecticut,Western Connecticut Planning Region,77778.0,41.11309235035119,-73.38864944847491,building
Data Foundry - Texas 2,,Texas,Travis County,104857.0,30.19958813781982,-97.71307641626,building
Meta Los Lunas Data Center,Meta,New Mexico,Valencia County,21836553.0,34.8302282334924,-106.77989614196927,campus
Google Datacenter - Douglas County,Google,Georgia,Douglas County,2608502.0,33.7505902365265,-84.58522343651347,campus
Google,Google,Iowa,Pottawattamie County,2304742.0,41.22165804807755,-95.86449775401766,campus
Microsoft - Azure Datacenter,Microsoft,Illinois,Cook County,306766.0,41.923005619536646,-87.91824122484651,building
Cloud Storage Corp,,Kansas,Ellis County,11561.0,38.87213220021316,-99.30018745000542,building
Switch Las Vegas 8,Switch,Nevada,Clark County,264412.0,36.057833939238215,-115.21425795862818,building
Switch Las Vegas 9,Switch,Nevada,Clark County,286176.0,36.055707545706994,-115.21962787172576,building
Unknown,,Texas,Harris County,98195.0,29.82150611372374,-95.57078462369284,building
Information Technology Data Center,Phillips Exeter Academy,New Hampshire,Rockingham County,7733.0,42.982091089771785,-70.9505927450425,building
Digital Fortress Lynnwood,,Washington,Snohomish County,24944.0,47.82242518543509,-122.28956096659816,building
Unknown,,Texas,Collin County,33064.0,33.13780536915544,-96.6559259339588,building
CyrusOne Allen,CyrusOne,Texas,Collin County,271378.0,33.13852055876386,-96.65995157388971,building
Amazon Web Services us-west-2,Amazon Web Services,Oregon,Morrow County,151857.0,45.8404435353901,-119.65497937870389,building
Amazon PDX51/54,Amazon Web Services,Oregon,Umatilla County,260806.0,45.91744776004561,-119.26773387516516,building
Amazon IAD80,Amazon Web Services,Virginia,Loudoun County,150443.0,39.027108657277445,-77.4528288502262,building
Equinix Ashburn DC12,Equinix,Virginia,Loudoun County,96380.0,39.0230066415448,-77.44975813852024,building
Stream DFW IV,Stream,Texas,Collin County,19684.0,33.000144175089304,-96.66164643777844,building
Rackspace Richardson DFW3,Rackspace,Texas,Dallas County,112950.0,32.96478869284149,-96.71587662115734,building
Digital Realty Dallas DFW17,Digital Realty,Texas,Dallas County,83615.0,32.966281179214505,-96.71321200734354,building
Digital Realty Dallas DFW29,Digital Realty,Texas,Dallas County,122436.0,32.96723267704503,-96.71054642217494,building
Unknown,,Texas,Dallas County,62460.0,32.96625357197764,-96.71119611224064,building
Digital Realty Dallas DFW28,Digital Realty,Texas,Dallas County,122015.0,32.96724066068804,-96.7133081589403,building
Digital Realty Dallas DFW35,Digital Realty,Texas,Dallas County,116539.0,32.96504621467304,-96.71029113488274,building
Digital Realty Dallas DFW18,Digital Realty,Texas,Dallas County,222335.0,32.96520380450456,-96.71260861653484,building
Digital Realty Dallas DFW16,Digital Realty,Texas,Dallas County,109470.0,32.96607650613046,-96.7155872032112,building
Digital Realty Northern Virginia IAD36,Digital Realty,Virginia,Loudoun County,112516.0,39.00155183162294,-77.47934369722755,building
Digital Realty Northern Virginia IAD35,Digital Realty,Virginia,Loudoun County,206225.0,39.00051142251577,-77.48059544638194,building
Digital Realty Northern Virginia IAD37,Digital Realty,Virginia,Loudoun County,144298.0,39.00000986435985,-77.47806996501424,building
Digital Realty Northern Virginia IAD38,Digital Realty,Virginia,Loudoun County,114543.0,39.00110985023303,-77.47718416154996,building
State Farm Data Center,,Kansas,Johnson County,198601.0,38.94011284438559,-94.86768784080613,building
U.S. Bank National Data Process Center,,Kansas,Johnson County,162098.0,38.93564309846072,-94.8644712263048,building
Equinix SV10,Equinix,California,Santa Clara County,86340.0,37.241198528847725,-121.78476265158876,building
Unknown,,New Jersey,Gloucester County,41058.0,39.83093011411571,-75.19532326682351,building
Unknown,Verizon Wireless,Nebraska,Douglas County,38873.0,41.22040844920032,-96.14761886051996,building
Unknown,,Florida,Orange County,107548.0,28.61746822748528,-81.39343863284896,building
Google,Google,South Carolina,Berkeley County,146623.0,33.064272175156404,-80.04145344691864,building
TierPoint Baltimore BWI,,Maryland,Anne Arundel County,33372.0,39.213451704108,-76.6828450662765,building
NTT Ashburn VA2 Data Center,NTT,Virginia,Loudoun County,74197.0,39.02501032438008,-77.45763923535499,building
Strata Networks,,Utah,Uintah County,12971.0,40.45659345173178,-109.52899881097022,building
Goldman Sachs,,New Jersey,Somerset County,276729.0,40.570372202161614,-74.67032960036524,building
Mapletree Industrial,,Georgia,Fulton County,116842.0,34.09658361289754,-84.23739137243545,building
Switch Las Vegas 11,Switch,Nevada,Clark County,230261.0,36.05588519591084,-115.21413677748544,building
Genome Data Center,Washington University in St. Louis,Missouri,St. Louis city,24519.0,38.63656882805553,-90.25539338967404,building
365 Bridgewater NJ,,New Jersey,Somerset County,28468.0,40.58147446747312,-74.57387794234592,building
Google Berkeley County Data Center,Google,South Carolina,Berkeley County,8310940.0,33.06378014460109,-80.04215854242156,campus
AngelTrax Data Center,AngelTrax Mobile Video Surveillance Solutions,Alabama,Houston County,10736.0,31.231904196338384,-85.45584883805839,building
Meta,Meta,New Mexico,Valencia County,654433.0,34.830246608460115,-106.78382909936067,building
